gyro_xout,gyro_yout,gyro_zout,accel_xout,accel_yout,accel_zout
-80.0000,17.0000,65.0000,0.0220,-0.0042,0.9744
-75.0000,24.0000,69.0000,0.0134,-0.0071,0.9731
-76.0000,30.0000,63.0000,0.0193,-0.0100,0.9814
-67.0000,41.0000,52.0000,0.0239,-0.0071,0.9727
-46.0000,22.0000,66.0000,0.0173,-0.0161,0.9668
-67.0000,24.0000,75.0000,0.0232,-0.0066,0.9702
-74.0000,8.0000,50.0000,0.0188,-0.0303,0.9744
-67.0000,35.0000,60.0000,0.0178,-0.0005,0.9714
-65.0000,6.0000,82.0000,0.0193,-0.0066,0.9734
-65.0000,13.0000,63.0000,0.0178,-0.0063,0.9995
-55.0000,32.0000,48.0000,0.0276,-0.0100,0.9775
-77.0000,21.0000,97.0000,0.0203,-0.0081,0.9663
-74.0000,26.0000,81.0000,0.0176,-0.0115,0.9766
-54.0000,35.0000,59.0000,0.0229,-0.0105,0.9778
-70.0000,11.0000,54.0000,0.0166,-0.0100,0.9792
-36.0000,1.0000,77.0000,0.0203,-0.0115,0.9751
-76.0000,20.0000,87.0000,0.0183,-0.0059,0.9819
-62.0000,15.0000,45.0000,0.0161,-0.0032,0.9729
-67.0000,27.0000,83.0000,0.0183,-0.0078,0.9836
-94.0000,35.0000,82.0000,0.0212,-0.0129,0.9697
-76.0000,44.0000,86.0000,0.0212,-0.0088,0.9714
-62.0000,11.0000,48.0000,0.0195,-0.0063,0.9780
-71.0000,19.0000,46.0000,0.0210,-0.0081,0.9702
-64.0000,7.0000,66.0000,0.0112,-0.0088,0.9692
-62.0000,35.0000,66.0000,0.0161,-0.0142,0.9746
-69.0000,37.0000,64.0000,0.0034,0.0125,0.9714
-58.0000,12.0000,101.0000,0.0210,-0.0024,0.9761
-56.0000,32.0000,81.0000,0.0173,-0.0127,0.9775
-66.0000,8.0000,59.0000,0.0188,-0.0049,0.9792
-56.0000,10.0000,65.0000,0.0222,-0.0105,0.9631
-67.0000,0.0000,41.0000,0.0161,-0.0059,0.9763
