comment,90 degrees Down
gyro_xout,gyro_yout,gyro_zout,accel_xout,accel_yout,accel_zout
-72.0000,30.0000,51.0000,0.0217,-0.0083,0.9780
-77.0000,30.0000,40.0000,0.0156,-0.0020,0.9568
-73.0000,43.0000,51.0000,0.0264,-0.0100,0.9709
-73.0000,23.0000,25.0000,0.0200,-0.0032,0.9768
-72.0000,26.0000,89.0000,0.0229,-0.0127,0.9741
-80.0000,14.0000,85.0000,0.0161,-0.0061,0.9565
-58.0000,20.0000,60.0000,0.0208,-0.0132,0.9690
-46.0000,17.0000,107.0000,0.0215,-0.0061,0.9851
-63.0000,16.0000,44.0000,0.0256,-0.0093,0.9727
-57.0000,39.0000,44.0000,0.0200,-0.0090,0.9746
-76.0000,18.0000,74.0000,0.0208,-0.0049,0.9714
-37.0000,15.0000,32.0000,0.0205,-0.0071,0.9714
-52.0000,22.0000,66.0000,0.0254,-0.0049,0.9778
-86.0000,42.0000,45.0000,0.0205,-0.0054,0.9763
-78.0000,29.0000,74.0000,0.0293,-0.0071,0.9744
-65.0000,11.0000,48.0000,0.0208,-0.0085,0.9768
-43.0000,38.0000,95.0000,0.0266,-0.0083,0.9714
-81.0000,-8.0000,70.0000,0.0212,-0.0112,0.9836
-81.0000,25.0000,69.0000,0.0171,-0.0059,0.9763
-49.0000,8.0000,97.0000,0.0149,-0.0098,0.9741
-28.0000,4.0000,47.0000,0.0237,-0.0056,0.9756
-73.0000,18.0000,105.0000,0.0232,-0.0103,0.9773
-73.0000,26.0000,64.0000,0.0298,-0.0078,0.9819
