comment,45 degrees Right
gyro_xout,gyro_yout,gyro_zout,accel_xout,accel_yout,accel_zout
-108.0000,-135.0000,94.0000,0.0286,-0.0254,0.9929
-127.0000,-89.0000,70.0000,0.0269,-0.0034,0.9761
-122.0000,-139.0000,45.0000,0.0205,-0.0110,0.9727
-171.0000,-166.0000,85.0000,0.0188,-0.0122,0.9949
-146.0000,-178.0000,109.0000,0.0181,-0.0107,0.9697
-108.0000,-60.0000,65.0000,0.0273,-0.0059,0.9768
-48.0000,6.0000,53.0000,0.0276,-0.0090,0.9766
-79.0000,16.0000,92.0000,0.0271,-0.0278,0.9917
-34.0000,82.0000,45.0000,0.0215,-0.0066,0.9666
-12.0000,96.0000,42.0000,0.0242,-0.0071,0.9722
-22.0000,102.0000,61.0000,0.0159,-0.0090,0.9705
-29.0000,81.0000,45.0000,0.0210,-0.0095,0.9763
-17.0000,138.0000,74.0000,0.0254,-0.0049,0.9707
-30.0000,44.0000,26.0000,0.0137,-0.0024,0.9736
-51.0000,38.0000,55.0000,0.0205,-0.0076,0.9773
-34.0000,90.0000,40.0000,0.0171,-0.0039,0.9634
-59.0000,60.0000,60.0000,0.0166,-0.0090,0.9734
-64.0000,11.0000,49.0000,0.0259,-0.0037,0.9985
-69.0000,38.0000,74.0000,0.0195,-0.0063,0.9766
-55.0000,2.0000,91.0000,0.0186,-0.0107,0.9756
-72.0000,37.0000,73.0000,0.0183,-0.0029,0.9739
-76.0000,-19.0000,69.0000,0.0256,-0.0071,0.9712
-59.0000,5.0000,69.0000,0.0210,-0.0037,0.9697
-76.0000,29.0000,68.0000,0.0203,-0.0037,0.9780
-47.0000,28.0000,43.0000,0.0200,-0.0083,0.9739
-46.0000,70.0000,94.0000,0.0234,-0.0059,0.9736
-68.0000,26.0000,43.0000,0.0181,-0.0063,0.9744
-74.0000,1.0000,60.0000,0.0300,-0.0081,0.9771
-58.0000,51.0000,85.0000,0.0164,-0.0115,0.9644
-70.0000,20.0000,86.0000,0.0178,-0.0090,0.9780
-69.0000,-8.0000,42.0000,0.0164,-0.0066,0.9771
-91.0000,14.0000,101.0000,0.0176,-0.0132,0.9646
-66.0000,44.0000,67.0000,0.0271,-0.0076,0.9751
-44.0000,63.0000,53.0000,0.0291,-0.0105,0.9734
-54.0000,26.0000,83.0000,0.0239,0.0107,0.9814
-71.0000,44.0000,84.0000,0.0217,-0.0125,0.9707
-82.0000,254.0000,56.0000,0.0144,-0.0085,0.9680
-58.0000,46.0000,60.0000,0.0286,-0.0056,0.9614
-68.0000,3.0000,70.0000,0.0237,-0.0002,0.9609
-51.0000,4.0000,78.0000,0.0117,-0.0103,0.9807
-90.0000,15.0000,24.0000,0.0242,-0.0061,0.9805
-38.0000,19.0000,70.0000,0.0198,-0.0090,0.9675
-81.0000,34.0000,53.0000,0.0293,-0.0085,0.9780
-57.0000,25.0000,32.0000,0.0232,-0.0105,0.9810
-51.0000,19.0000,66.0000,0.0244,-0.0029,0.9739
-50.0000,45.0000,65.0000,0.0291,-0.0046,0.9756
-52.0000,16.0000,33.0000,0.0188,-0.0034,0.9648
-45.0000,27.0000,
