comment,90 degrees Left
gyro_xout,gyro_yout,gyro_zout,accel_xout,accel_yout,accel_zout
28.0000,7578.0000,-62.0000,0.7778,-0.0132,0.6455
98.0000,7042.0000,-53.0000,0.7529,-0.0249,0.6843
53.0000,5927.0000,-14.0000,0.7324,-0.0190,0.6760
-13.0000,3265.0000,32.0000,0.7214,-0.0229,0.6948
57.0000,5905.0000,-42.0000,0.6904,-0.0276,0.7239
43.0000,7138.0000,-53.0000,0.6672,-0.0244,0.7146
68.0000,9562.0000,-201.0000,0.6077,-0.0374,0.8254
-54.0000,8254.0000,-264.0000,0.5393,-0.0203,0.8372
-43.0000,5830.0000,-151.0000,0.4451,-0.0054,0.8848
33.0000,5327.0000,-4.0000,0.4148,-0.0193,0.9194
56.0000,5432.0000,-39.0000,0.4019,-0.0198,0.9077
27.0000,6543.0000,-32.0000,0.3679,-0.0171,0.8936
51.0000,7018.0000,-66.0000,0.2827,-0.0022,0.9614
-247.0000,4302.0000,46.0000,0.2642,-0.0063,0.9473
-6.0000,4945.0000,-102.0000,0.2639,-0.0127,0.9590
-25.0000,2194.0000,33.0000,0.2021,-0.0156,0.9644
-25.0000,2604.0000,17.0000,0.2102,-0.0132,0.9265
97.0000,6753.0000,-55.0000,0.1477,-0.0308,0.9839
-44.0000,3619.0000,-333.0000,0.1118,-0.0117,0.9937
-46.0000,5166.0000,-798.0000,0.0947,-0.0144,0.9470
-70.0000,3071.0000,-130.0000,-0.0857,0.0300,1.1719
-68.0000,56.0000,81.0000,0.0439,-0.0037,0.9604
-49.0000,434.0000,-196.0000,0.0762,-0.0034,0.9692
-55.0000,855.0000,68.0000,0.0322,-0.0154,0.9827
29.0000,81.0000,123.0000,0.0239,0.0012,0.9751
-57.0000,33.0000,61.0000,0.0286,-0.0112,0.9783
-52.0000,64.0000,26.0000,0.0266,-0.0100,0.9788
-75.0000,26.0000,64.0000,0.0254,-0.0107,0.9834
6.0000,115.0000,70.0000,0.0232,-0.0078,0.9702
-74.0000,21.0000,114.0000,0.0417,-0.0105,0.9746
-76.0000,38.0000,56.0000,0.0254,-0.0122,0.9807
-87.0000,2.0000,71.0000,0.0278,-0.0010,0.9568
-69.0000,31.0000,69.0000,0.0359,-0.0120,0.9695
-76.0000,28.0000,104.0000,0.0237,-0.0134,0.9761
-60.0000,56.0000,73.0000,0.0278,-0.0117,0.9739
-64.0000,31.0000,66.0000,0.0256,-0.0103,0.9702
-58.0000,31.0000,68.0000,0.0261,-0.0066,0.9722
